Id,Category
781,10
782,4
783,9
784,6
785,0
786,9
787,0
788,8
789,10
790,4
791,8
792,7
793,9
794,7
795,9
796,9
797,2
798,0
799,1
800,4
801,1
802,4
803,8
804,0
805,8
806,10
807,8
808,10
809,9
810,4
811,9
812,5
813,5
814,5
815,4
816,5
817,9
818,9
819,10
820,8
821,8
822,9
823,10
824,4
825,3
826,4
827,4
828,9
829,8
830,0
831,4
832,8
833,3
834,4
835,6
836,5
837,3
838,2
839,3
840,5
841,10
842,5
843,3
844,3
845,4
846,3
847,4
848,0
849,7
850,3
851,1
852,4
853,3
854,10
855,10
856,10
857,10
858,0
859,8
860,1
861,1
862,0
863,3
864,3
865,0
866,2
867,10
868,10
869,2
870,2
871,0
872,5
873,6
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,9
882,9
883,3
884,4
885,8
886,0
887,4
888,5
889,4
890,6
891,1
892,5
893,4
894,6
895,5
896,8
897,5
898,4
899,5
900,6
901,10
902,8
903,3
904,5
905,4
906,7
907,5
908,9
909,9
910,10
911,7
912,9
913,2
914,0
915,3
916,5
917,3
918,9
919,5
920,9
921,4
922,8
923,9
924,9
925,5
926,5
927,0
928,4
929,9
930,9
931,2
932,1
933,4
934,6
935,5
936,1
937,9
938,9
939,5
940,9
941,3
942,3
943,10
944,9
945,10
946,7
947,3
948,10
949,3
950,7
951,4
952,9
953,9
954,1
955,2
956,6
957,6
958,8
959,9
960,1
961,4
962,7
963,10
964,5
965,6
966,9
967,5
968,2
969,4
970,10
971,4
972,1
973,5
974,3
975,5
976,7
977,5
978,1
979,0
980,3
981,7
982,5
983,9
984,6
985,1
986,10
987,5
988,10
989,4
990,5
991,7
992,8
993,7
994,1
995,8
996,3
997,5
998,9
999,4
1000,9
1001,5
1002,10
1003,7
1004,9
1005,7
1006,3
1007,2
1008,1
1009,0
1010,5
1011,3
1012,6
1013,5
1014,0
1015,10
1016,4
1017,5
1018,2
1019,9
1020,10
1021,9
1022,5
1023,4
1024,9
1025,5
1026,10
1027,5
1028,10
1029,5
1030,10
1031,4
1032,7
1033,3
1034,1
1035,10
1036,5
1037,0
1038,5
1039,8
1040,9
1041,8
1042,9
1043,3
1044,5
1045,9
1046,1
1047,5
1048,4
1049,9
1050,3
1051,3
1052,9
1053,5
1054,10
1055,9
1056,9
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,0
1067,10
1068,9
1069,9
1070,9
1071,6
1072,0
1073,9
1074,10
1075,4
1076,0
1077,5
1078,3
1079,10
1080,9
1081,5
1082,7
1083,9
1084,4
1085,1
1086,7
1087,5
1088,9
1089,4
1090,1
1091,5
1092,1
1093,5
1094,0
1095,1
1096,10
1097,2
1098,9
1099,6
1100,9
1101,1
1102,5
1103,4
1104,6
1105,9
1106,9
1107,10
1108,8
1109,9
1110,8
1111,9
1112,5
1113,9
1114,5
1115,3
1116,6
1117,5
1118,9
1119,5
1120,6
1121,6
1122,7
1123,0
1124,10
1125,9
1126,6
1127,3
1128,1
1129,4
1130,4
1131,4
1132,1
1133,3
1134,10
1135,8
1136,9
1137,9
1138,0
1139,0
1140,10
1141,3
1142,9
1143,5
1144,8
1145,10
1146,1
1147,10
1148,3
1149,10
1150,4
1151,2
1152,3
1153,9
1154,2
1155,9
1156,5
1157,5
1158,2
1159,9
1160,9
1161,8
1162,9
1163,9
1164,3
1165,9
1166,3
1167,8
1168,5
1169,5
1170,4
1171,9
1172,7
1173,2
1174,8
1175,3
1176,10
1177,1
1178,4
1179,4
1180,1
1181,6
1182,1
1183,5
1184,1
1185,6
1186,6
1187,4
1188,5
1189,9
1190,7
1191,8
1192,5
1193,6
1194,10
1195,3
1196,9
1197,5
1198,4
1199,9
1200,5
1201,0
1202,1
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,10
1212,5
1213,10
1214,5
1215,10
1216,10
1217,10
1218,0
1219,9
1220,3
1221,5
1222,5
1223,1
1224,6
1225,6
1226,5
1227,6
1228,1
1229,9
1230,5
1231,4
1232,10
1233,10
1234,4
1235,8
1236,8
1237,0
1238,4
1239,9
1240,2
1241,5
1242,5
1243,9
1244,9
1245,8
1246,4
1247,5
1248,4
1249,5
1250,8
1251,9
1252,10
1253,5
1254,5
1255,8
1256,4
1257,10
1258,8
1259,1
1260,7
1261,1
1262,4
1263,0
1264,4
1265,9
1266,5
1267,10
1268,10
1269,8
1270,1
1271,2
1272,3
1273,3
1274,0
1275,9
1276,5
1277,0
1278,10
1279,2
1280,1
1281,2
1282,9
1283,5
1284,7
1285,5
1286,1
1287,9
1288,10
1289,3
1290,5
1291,8
1292,5
1293,5
1294,3
1295,4
1296,2
1297,4
1298,9
1299,0
1300,9
1301,7
1302,5
1303,4
1304,10
1305,1
1306,5
1307,1
1308,1
1309,5
1310,10
1311,3
1312,2
1313,9
1314,4
1315,3
1316,7
1317,10
1318,5
1319,10
1320,1
1321,7
1322,3
1323,7
1324,10
1325,2
1326,6
1327,4
1328,4
1329,1
1330,10
1331,4
1332,3
1333,3
1334,5
1335,4
1336,10
1337,1
1338,9
1339,1
1340,5
1341,1
1342,4
1343,10
1344,9
1345,7
1346,3
1347,7
1348,7
1349,0
1350,10
1351,5
1352,1
1353,1
1354,4
1355,7
1356,5
1357,6
1358,3
1359,9
1360,7
1361,9
1362,5
1363,5
1364,10
1365,7
1366,6
1367,8
1368,5
1369,9
1370,8
1371,9
1372,5
1373,1
1374,9
1375,9
1376,10
1377,8
1378,3
1379,8
1380,4
1381,3
1382,9
1383,3
1384,5
1385,4
1386,4
1387,8
1388,9
1389,10
1390,10
1391,5
1392,2
1393,5
1394,2
1395,6
1396,10
1397,5
1398,8
1399,9
1400,1
1401,9
1402,9
1403,8
1404,9
1405,4
1406,10
1407,5
1408,5
1409,8
1410,3
1411,4
1412,6
1413,8
1414,3
1415,2
1416,10
1417,0
1418,5
1419,0
1420,10
1421,6
1422,9
1423,1
1424,10
1425,2
1426,0
1427,10
1428,5
1429,1
1430,9
1431,7
1432,4
1433,5
1434,8
1435,6
1436,5
1437,6
1438,5
1439,5
1440,6
1441,3
1442,2
1443,10
1444,10
1445,3
1446,8
1447,10
1448,6
1449,0
1450,3
1451,4
1452,10
1453,9
1454,3
1455,7
1456,9
1457,3
1458,4
1459,4
1460,5
1461,8
1462,0
1463,2
1464,10
1465,5
1466,9
1467,9
1468,1
1469,9
1470,8
1471,1
1472,5
1473,5
1474,0
1475,0
1476,9
1477,4
1478,4
1479,6
1480,9
1481,5
1482,9
1483,4
1484,4
1485,5
1486,4
1487,3
1488,0
1489,6
1490,3
1491,3
1492,8
1493,5
1494,10
1495,9
1496,9
1497,1
1498,4
1499,10
1500,10
1501,6
1502,8
1503,9
1504,9
1505,9
1506,6
1507,7
1508,1
1509,5
1510,4
1511,10
1512,3
1513,7
1514,5
1515,9
1516,10
1517,5
1518,5
1519,2
1520,8
1521,2
1522,3
1523,5
1524,9
1525,5
1526,5
1527,4
1528,4
1529,10
1530,10
1531,3
1532,9
1533,3
1534,6
1535,3
1536,3
1537,4
1538,1
1539,4
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,5
1548,10
1549,4
1550,2
1551,8
1552,6
1553,9
1554,5
1555,1
1556,5
1557,5
1558,7
1559,9
1560,0
1561,3
1562,3
1563,9
1564,7
1565,7
1566,9
1567,0
1568,2
1569,4
1570,3
1571,4
1572,10
1573,8
1574,10
1575,4
1576,4
1577,9
1578,2
1579,7
1580,9
1581,6
1582,1
1583,4
1584,10
1585,3
1586,4
1587,5
1588,9
1589,4
1590,5
1591,10
1592,9
1593,10
1594,10
1595,5
1596,10
1597,7
1598,1
1599,10
1600,9
1601,4
1602,4
1603,9
1604,8
1605,8
1606,0
1607,10
1608,0
1609,6
1610,4
1611,7
1612,9
1613,9
1614,6
1615,7
1616,4
1617,10
1618,3
1619,3
1620,0
1621,0
1622,2
1623,1
1624,10
1625,2
1626,4
1627,2
1628,9
1629,1
1630,5
1631,3
1632,5
1633,3
1634,3
1635,3
1636,3
1637,3
1638,5
1639,1
1640,5
1641,0
1642,5
1643,3
1644,0
1645,5
1646,1
1647,3
1648,9
1649,8
1650,7
1651,5
1652,5
1653,3
1654,9
1655,10
1656,1
1657,10
1658,5
1659,4
1660,8
1661,4
1662,1
1663,5
1664,5
1665,7
1666,10
1667,4
1668,1
1669,4
1670,9
1671,9
1672,7
1673,10
1674,9
1675,10
1676,5
1677,7
1678,5
1679,3
1680,0
1681,5
1682,4
1683,3
1684,5
1685,4
1686,2
1687,4
1688,3
1689,10
1690,5
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,9
1698,9
1699,5
1700,0
1701,9
1702,8
1703,0
1704,8
1705,8
1706,10
1707,10
1708,0
1709,6
1710,0
1711,10
1712,5
1713,4
1714,4
1715,2
1716,3
1717,5
1718,9
1719,5
1720,3
1721,0
1722,4
1723,4
1724,9
1725,9
1726,3
1727,10
1728,1
1729,3
1730,3
1731,8
1732,1
1733,5
1734,0
1735,6
1736,7
1737,6
1738,0
1739,8
1740,5
1741,7
1742,9
1743,9
1744,10
1745,7
1746,10
1747,4
1748,9
1749,9
1750,3
1751,5
1752,3
1753,3
1754,3
1755,4
1756,3
1757,7
1758,5
1759,9
1760,0
1761,4
1762,9
1763,7
1764,1
1765,9
1766,3
1767,5
1768,4
1769,8
1770,5
1771,10
1772,10
1773,10
1774,7
1775,5
1776,4
1777,9
1778,1
1779,5
1780,1
1781,8
1782,2
1783,9
1784,9
1785,7
1786,1
1787,10
1788,5
1789,9
1790,8
1791,7
1792,2
1793,3
1794,5
1795,1
1796,5
1797,8
1798,5
1799,1
1800,1
1801,4
1802,0
1803,8
1804,6
1805,7
1806,9
1807,5
1808,9
1809,4
1810,7
1811,4
1812,5
1813,1
1814,10
1815,9
1816,9
1817,3
1818,5
1819,10
1820,9
1821,10
1822,9
1823,9
1824,7
1825,2
1826,1
1827,9
1828,3
1829,8
1830,0
1831,2
1832,2
1833,2
1834,7
1835,1
1836,3
1837,9
1838,6
1839,1
1840,4
1841,1
1842,4
1843,10
1844,5
1845,5
1846,6
1847,9
1848,3
1849,3
1850,5
1851,5
1852,3
1853,4
1854,7
1855,1
1856,6
1857,4
1858,1
1859,6
1860,10
1861,1
1862,0
1863,3
1864,8
1865,3
1866,1
1867,5
1868,1
1869,4
1870,1
1871,8
1872,0
1873,10
1874,5
1875,10
1876,8
1877,3
1878,4
1879,6
1880,3
1881,8
1882,5
1883,3
1884,4
1885,3
1886,9
1887,0
1888,5
1889,2
1890,4
1891,9
1892,1
1893,7
1894,3
1895,8
1896,3
1897,5
1898,6
1899,0
1900,8
1901,3
1902,3
1903,6
1904,8
1905,1
1906,5
1907,5
1908,1
1909,6
1910,10
1911,8
1912,3
1913,4
1914,9
1915,9
1916,6
1917,5
1918,8
1919,0
1920,5
1921,5
1922,10
1923,0
1924,4
1925,5
1926,4
1927,3
1928,3
1929,3
1930,5
1931,8
1932,0
1933,0
1934,5
1935,8
1936,10
1937,0
1938,7
1939,4
1940,7
1941,7
1942,4
1943,9
1944,6
1945,9
1946,5
1947,7
1948,10
1949,5
1950,9
1951,5
1952,7
1953,6
1954,10
1955,1
1956,2
1957,3
1958,9
1959,5
1960,9
1961,10
1962,3
1963,6
1964,5
1965,10
1966,5
1967,5
1968,7
1969,5
1970,7
1971,5
1972,3
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,5
1980,5
1981,7
1982,3
1983,1
1984,7
1985,2
1986,4
1987,5
1988,7
1989,8
1990,1
1991,1
1992,10
1993,3
1994,5
1995,8
1996,3
1997,4
1998,5
1999,7
2000,5
2001,5
2002,4
2003,5
2004,0
2005,7
2006,10
2007,9
2008,9
2009,5
2010,1
2011,1
2012,7
2013,6
2014,7
2015,10
2016,7
2017,0
2018,9
2019,8
2020,2
2021,0
2022,4
2023,9
2024,0
2025,5
2026,4
2027,3
2028,4
2029,7
2030,9
2031,8
2032,10
2033,0
2034,0
2035,8
2036,5
2037,6
2038,0
2039,0
2040,3
2041,6
2042,5
2043,6
2044,0
2045,4
2046,5
2047,8
2048,6
2049,9
2050,6
2051,3
2052,7
2053,5
2054,7
2055,4
2056,0
2057,10
2058,1
2059,9
2060,4
2061,5
2062,10
2063,3
2064,10
2065,9
2066,5
2067,4
2068,3
2069,3
2070,1
2071,1
2072,5
2073,3
2074,0
2075,9
2076,8
2077,6
2078,4
2079,7
2080,1
2081,9
2082,9
2083,9
2084,9
2085,5
2086,9
2087,2
2088,7
2089,0
2090,9
2091,1
2092,3
2093,3
2094,5
2095,8
2096,0
2097,5
2098,0
2099,10
2100,3
2101,5
2102,4
2103,5
2104,5
2105,1
2106,5
2107,3
2108,1
2109,5
2110,5
2111,1
2112,9
2113,7
2114,5
2115,8
2116,4
2117,5
2118,10
2119,8
2120,9
2121,0
2122,9
2123,10
2124,8
2125,9
2126,0
2127,4
2128,7
2129,10
2130,6
2131,9
2132,9
2133,10
2134,1
2135,5
2136,8
2137,6
2138,6
2139,3
2140,9
2141,3
2142,4
2143,3
2144,6
2145,4
2146,0
2147,7
2148,4
2149,8
2150,1
2151,7
2152,8
2153,6
2154,8
2155,7
2156,10
2157,1
2158,5
2159,5
2160,7
2161,0
2162,4
2163,0
2164,10
2165,3
2166,1
2167,10
2168,0
2169,4
2170,1
2171,7
2172,9
2173,5
2174,9
2175,4
2176,5
2177,6
2178,7
2179,9
2180,1
2181,10
2182,2
2183,6
2184,9
2185,9
2186,7
2187,8
2188,4
2189,4
2190,10
2191,9
2192,5
2193,0
2194,1
2195,5
2196,9
2197,1
2198,10
2199,5
2200,3
2201,2
2202,4
2203,5
2204,1
2205,9
2206,4
2207,5
2208,1
2209,5
2210,2
2211,5
2212,4
2213,4
2214,2
2215,5
2216,4
2217,6
2218,4
2219,9
2220,3
2221,4
2222,6
2223,1
2224,2
2225,1
2226,2
2227,1
2228,3
2229,9
2230,0
2231,9
2232,6
2233,8
2234,6
2235,6
2236,10
2237,4
2238,3
2239,10
2240,10
2241,1
2242,7
2243,8
2244,9
2245,9
2246,9
2247,5
2248,2
2249,10
2250,7
2251,4
2252,0
2253,6
2254,8
2255,10
2256,1
2257,4
2258,5
2259,9
2260,4
2261,5
2262,0
2263,4
2264,10
2265,4
2266,10
2267,7
2268,8
2269,2
2270,10
2271,9
2272,10
2273,0
2274,10
2275,9
2276,2
2277,10
2278,8
2279,8
2280,5
2281,2
2282,1
2283,3
2284,4
2285,3
2286,1
2287,5
2288,9
2289,8
2290,2
2291,0
2292,10
2293,7
2294,7
2295,10
2296,7
2297,5
2298,3
2299,2
2300,4
2301,9
2302,10
2303,6
2304,9
2305,5
2306,9
2307,3
2308,10
2309,1
2310,5
2311,3
2312,5
2313,4
2314,1
2315,0
2316,2
2317,4
2318,9
2319,9
2320,5
2321,5
2322,9
2323,8
2324,9
2325,10
2326,5
2327,4
2328,5
2329,6
2330,5
2331,2
2332,4
2333,6
2334,4
2335,3
2336,9
2337,7
2338,3
2339,10
2340,10
2341,6
2342,5
2343,9
2344,5
2345,8
2346,4
2347,3
2348,5
2349,3
2350,8
2351,4
2352,7
2353,6
2354,4
2355,9
2356,4
2357,6
2358,2
2359,6
2360,10
2361,7
2362,3
2363,6
2364,3
2365,6
2366,5
2367,10
2368,10
2369,3
2370,2
2371,6
2372,4
2373,10
2374,5
2375,1
2376,3
2377,4
2378,9
2379,5
2380,9
2381,6
2382,6
2383,4
2384,10
2385,4
2386,5
2387,9
2388,3
2389,4
2390,4
2391,10
2392,4
2393,3
2394,3
2395,5
2396,6
2397,1
2398,5
2399,7
2400,5
2401,5
2402,3
2403,8
2404,1
2405,10
2406,9
2407,4
2408,6
2409,3
2410,5
2411,5
2412,8
2413,9
2414,8
2415,1
2416,10
2417,3
2418,1
2419,2
2420,5
2421,5
2422,9
2423,5
2424,9
2425,6
2426,10
2427,5
2428,0
2429,6
2430,5
2431,4
2432,8
2433,4
2434,5
2435,8
2436,5
2437,3
2438,9
2439,9
2440,8
2441,4
2442,10
2443,1
2444,4
2445,9
2446,5
2447,8
2448,4
2449,5
2450,6
2451,10
2452,6
2453,7
2454,4
2455,7
2456,8
2457,10
2458,8
2459,1
2460,10
2461,0
2462,5
2463,2
2464,9
2465,3
2466,9
2467,10
2468,1
2469,1
2470,9
2471,7
2472,4
2473,10
2474,8
2475,7
2476,7
2477,5
2478,10
2479,1
2480,0
2481,5
2482,3
2483,2
2484,5
2485,7
2486,10
2487,3
2488,1
2489,6
2490,4
2491,9
2492,5
2493,5
2494,5
2495,5
2496,9
2497,8
2498,4
2499,8
2500,4
2501,8
2502,5
2503,5
2504,2
2505,9
2506,3
2507,7
2508,7
2509,9
2510,10
2511,9
2512,3
2513,4
2514,9
2515,4
2516,4
2517,5
2518,7
2519,1
2520,10
2521,5
2522,8
2523,0
2524,9
2525,8
2526,9
2527,5
2528,5
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,5
2540,0
2541,9
2542,9
2543,5
2544,1
2545,4
2546,4
2547,3
2548,9
2549,10
2550,10
2551,9
2552,8
2553,5
2554,10
2555,5
2556,2
2557,10
2558,10
2559,4
2560,5
2561,4
2562,0
2563,1
2564,9
2565,8
2566,7
2567,5
2568,5
2569,5
2570,9
2571,10
2572,4
2573,5
2574,9
2575,9
2576,5
2577,9
2578,10
2579,1
2580,8
2581,3
2582,1
2583,9
2584,7
2585,0
2586,1
2587,0
2588,1
2589,0
2590,7
2591,4
2592,4
2593,5
2594,1
2595,10
2596,8
2597,2
2598,0
2599,0
2600,10
2601,7
2602,3
2603,3
2604,1
2605,9
2606,8
2607,6
2608,5
2609,10
2610,4
2611,4
2612,0
2613,5
2614,5
2615,5
2616,2
2617,6
2618,6
2619,3
2620,3
2621,10
2622,8
2623,9
2624,1
2625,9
2626,9
2627,9
2628,0
2629,1
2630,1
2631,9
2632,0
2633,8
2634,5
2635,7
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,3
2643,8
2644,4
2645,7
2646,8
2647,1
2648,9
2649,3
2650,0
2651,0
2652,7
2653,1
2654,1
2655,10
2656,0
2657,8
2658,1
2659,9
2660,3
2661,7
2662,6
2663,9
2664,4
2665,5
2666,3
2667,10
2668,9
2669,6
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,0
2682,10
2683,8
2684,9
2685,7
2686,0
2687,5
2688,5
2689,0
2690,9
2691,5
2692,3
2693,7
2694,3
2695,9
2696,5
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,3
2704,4
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,7
2712,8
2713,4
2714,10
2715,9
2716,8
2717,0
2718,3
2719,9
2720,9
2721,10
2722,8
2723,7
2724,4
2725,2
2726,6
2727,5
2728,3
2729,8
2730,0
2731,4
2732,0
2733,4
2734,9
2735,9
2736,1
2737,10
2738,9
2739,8
2740,0
2741,0
2742,9
2743,5
2744,7
2745,1
2746,8
2747,0
2748,10
2749,2
2750,9
2751,0
2752,5
2753,1
2754,5
2755,10
2756,5
2757,5
2758,9
2759,10
2760,9
2761,4
2762,4
2763,3
2764,4
2765,5
2766,6
2767,4
2768,10
2769,0
2770,7
2771,7
2772,4
2773,5
2774,3
2775,4
2776,9
2777,3
2778,1
2779,0
2780,5
2781,8
2782,9
2783,10
2784,3
2785,4
2786,1
2787,9
2788,6
2789,5
2790,10
2791,6
2792,9
2793,8
2794,5
2795,8
2796,0
2797,1
2798,8
2799,9
2800,5
2801,0
2802,3
2803,4
2804,4
2805,7
2806,10
2807,10
2808,5
2809,9
2810,9
2811,5
2812,8
2813,4
2814,2
2815,10
2816,9
2817,0
2818,4
2819,6
2820,5
2821,5
2822,9
2823,2
2824,9
2825,5
2826,7
2827,4
2828,1
2829,5
2830,5
2831,9
2832,0
2833,7
2834,5
2835,4
2836,1
2837,4
2838,5
2839,5
2840,4
2841,7
2842,5
2843,4
2844,3
2845,8
2846,4
2847,0
2848,5
2849,8
2850,1
2851,0
2852,10
2853,2
2854,7
2855,5
2856,10
2857,10
2858,8
2859,9
2860,9
2861,9
2862,0
2863,5
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,4
2871,8
2872,4
2873,2
2874,1
2875,3
2876,8
2877,9
2878,0
2879,2
2880,0
2881,3
2882,6
2883,5
2884,4
2885,9
2886,0
2887,0
2888,10
2889,10
2890,9
2891,8
2892,5
2893,5
2894,5
2895,2
2896,9
2897,7
2898,9
2899,1
2900,9
2901,10
2902,8
2903,3
2904,6
2905,9
2906,4
2907,10
2908,3
2909,5
2910,9
2911,8
2912,4
2913,5
2914,9
2915,8
2916,5
2917,7
2918,3
2919,5
2920,5
2921,3
2922,5
2923,1
2924,3
2925,5
2926,1
2927,0
2928,4
2929,9
2930,7
2931,0
2932,2
2933,4
2934,9
2935,8
2936,6
2937,5
2938,0
2939,8
2940,1
2941,4
2942,5
2943,1
2944,4
2945,3
2946,9
2947,5
2948,4
2949,10
2950,0
2951,1
2952,3
2953,0
2954,6
2955,3
2956,8
2957,10
2958,3
2959,1
2960,4
2961,4
2962,9
2963,4
2964,0
2965,6
2966,7
2967,4
2968,9
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,5
2976,5
2977,4
2978,10
2979,5
2980,5
2981,4
2982,2
2983,1
2984,7
2985,1
2986,3
2987,5
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,1
